timestamp,pm_2_5_lag8,humidity_lag8,temperature_lag8,pm_2_5_lag10,humidity_lag10,temperature_lag10,pm_2_5_lag14,humidity_lag14,temperature_lag14,pm_2_5_lag21,humidity_lag21,temperature_lag21,pm_2_5_rollmean2,pm_2_5_rollstd2,humidity_rollmean2,humidity_rollstd2,temperature_rollmean2,temperature_rollstd2,pm_2_5_rollmean3,pm_2_5_rollstd3,humidity_rollmean3,humidity_rollstd3,temperature_rollmean3,temperature_rollstd3,pm_2_5_rollmean7,pm_2_5_rollstd7,humidity_rollmean7,humidity_rollstd7,temperature_rollmean7,temperature_rollstd7,pm_2_5_rollmean14,pm_2_5_rollstd14,humidity_rollmean14,humidity_rollstd14,temperature_rollmean14,temperature_rollstd14
2025-01-29,30.497952546198096,75.3950485223541,27.736573877577857,40.199684413129276,84.85224022911338,26.32027248974104,45.84749450895896,90.00947135273401,24.92171274277055,33.95370775467794,71.28809365999334,28.31922038090845,35.21606666857929,6.672420980695469,75.09459286350102,0.42490846764315926,27.82523814967726,0.12539021610072645,30.744985906486306,9.068202160036176,74.39781691220236,1.2436895842063522,27.945269074314854,0.2260168616602504,27.883491851449314,10.703720367128925,79.64792208637672,5.183774671543685,27.121433892172345,0.9373793306774991,34.534125151779826,10.614379062801746,79.18678456661642,5.789503196062852,26.893233923899572,1.1733197346592588
2025-01-30,39.934180790960454,74.79413720464795,27.91390242177667,21.802824382300376,73.00426500960505,28.185330923590037,13.992924320108525,80.68642572767833,27.259307286684173,37.23868576809255,70.89879909910802,28.842036430110905,40.27547963747648,0.48266945756443086,75.72379120239378,1.3147292919269147,27.893979108294793,0.028175820132559558,37.01630394038367,5.65536591001785,75.61421030904722,0.9488311083044361,27.841510698055817,0.0930362329357208,31.686899589147025,9.620681952402142,79.07178201101404,5.272475057253589,27.20925510761931,0.9802655041475982,34.77541748862982,10.718476043736617,79.5978307166901,5.342861480914589,26.824092449949713,1.073960403331031
2025-01-31,40.61677848399247,76.6534452001396,27.874055794812925,30.497952546198096,75.3950485223541,27.736573877577857,16.341601635079897,83.38060511061647,26.864667996914804,40.95922990129229,74.897114723607,28.063802078096224,28.125640159263604,17.665137228309924,82.12725490053097,7.741135916142866,27.091613774167328,1.1065401173675995,32.06182036982921,14.230568526859857,79.68288233523663,6.920076903473637,27.365709990037107,0.9152058360467666,31.58588533192628,9.810496118849022,79.67470479534344,6.033683965648832,27.129898501420303,1.0338318869266823,32.96650834100428,11.687730111146884,80.50525570792692,5.557582032386242,26.69876171248011,1.0191412890620477
2025-02-01,15.634501834534712,87.60106460092234,26.30917175352174,39.934180790960454,74.79413720464795,27.91390242177667,32.415274872368585,85.42273280062169,25.56998224892184,34.07140788876235,85.61665209300175,25.40216129713114,22.38073058192097,9.540608189424912,83.83125204295533,5.331320047081284,26.964627902636426,0.9269549756188318,28.459413215944796,12.504509186993635,81.43864976201677,5.602242742550713,27.267770533361926,0.8398268435228072,31.1161259686318,9.842837646807375,78.90880575025297,5.499023875861767,27.422770187538767,0.7766784630499322,32.613333443900345,11.72641507109382,80.10845480735452,5.35934569108945,26.857184766381533,0.9734446644450883
2025-02-02,29.126959329307205,80.06143948498833,27.62008405175112,40.61677848399247,76.6534452001396,27.874055794812925,40.199684413129276,84.85224022911338,26.32027248974104,38.6877282468165,78.39169867794712,26.002554746335633,23.00617216903702,8.656100214453247,78.48916328718249,2.2235343227334936,27.98674782516439,0.5185408811918913,20.548948724202905,7.455057118148382,81.52646372509577,5.490686140422735,27.427555801283507,1.0356299925404675,27.785511768008586,10.195102870388933,77.77518387314772,4.849110195851538,27.71321863165829,0.6682622715227932,31.056023212611077,12.291747115662988,80.00311112245664,5.409941787537644,27.02510311297025,1.0164901512293179
2025-02-03,16.885385008766804,76.91688708937666,28.353411598577665,15.634501834534712,87.60106460092234,26.30917175352174,21.802824382300376,73.00426500960505,28.185330923590037,49.07725957658161,76.51684940443093,26.463902881596507,19.44432994578262,3.6188946352938127,75.24718241209325,2.361318999772215,28.063345552154033,0.4102153368361719,22.67187307362414,6.148113785292953,76.85193476972495,3.2424688275011158,27.915591718686397,0.38682282404317986,27.814147553794022,10.175761316406552,77.85707140531983,4.759120177703077,27.654354143392624,0.6371693754142347,29.122167163055135,11.330563555036907,79.79315600319798,5.6090223981307865,27.1186300146941,1.0211094733085235
2025-02-04,22.00327488279841,73.57747773480985,27.773279505730404,29.126959329307205,80.06143948498833,27.62008405175112,30.497952546198096,75.3950485223541,27.736573877577857,42.41150327426811,74.7489439771641,26.959067513346604,22.350765570374136,0.49142604316841015,74.61519611580479,1.4675554083273235,27.49813808541286,0.3891087281836188,20.528972049838348,3.1745148719685474,75.38242644032874,1.6860565087990942,27.783229256467802,0.5652731451382726,26.699905226901414,10.259593014858687,77.89390940166922,4.737837075611403,27.580985970180837,0.6554308818511451,27.71407809046097,10.762698708975627,79.85772532602911,5.5513953576412645,27.137482096961868,1.0203730775495568
2025-02-05,22.698256257949836,75.65291449679974,27.22299666509533,16.885385008766804,76.91688708937666,28.353411598577665,39.934180790960454,74.79413720464795,27.91390242177667,45.84749450895896,90.00947135273401,24.92171274277055,24.482862712139674,2.523814651013871,73.92233677091463,2.4474064906878135,27.23782550508175,0.020971146622662647,23.656333435692577,2.287853170727405,73.80738375887971,1.741993642428053,27.416310171964636,0.30949995707904915,24.747517851954132,8.464767460787877,77.52214109315229,5.109159262540274,27.48652195922248,0.6470499712859047,26.31550485170172,9.41255982682676,78.5850315897645,5.066226605222658,27.303977925697414,0.7966581444236552
2025-02-06,26.267469166329484,72.1917590450295,27.252654345068176,22.00327488279841,73.57747773480985,27.773279505730404,40.61677848399247,76.6534452001396,27.874055794812925,13.992924320108525,80.68642572767833,27.259307286684173,25.15251252674266,1.5767868011617214,70.38758914087083,2.551481547287007,27.278535587547072,0.03660160412446932,24.33442710381171,1.8030306669033802,72.14269759284713,3.535002981281766,27.260022613396497,0.04120715165653645,22.37905748097747,4.818663546962785,76.36928024123408,6.143608454932018,27.405144964252916,0.6256551618406092,27.032978535062245,8.76131345147859,77.72053112612407,5.675994076378188,27.307200035936113,0.7965547915250994
2025-02-07,24.037555887155808,68.58341923671216,27.304416830025975,22.698256257949836,75.65291449679974,27.22299666509533,15.634501834534712,87.60106460092234,26.30917175352174,16.341601635079897,83.38060511061647,26.864667996914804,28.306313863118145,6.036935424094247,69.62134602496535,1.4678501406988465,27.08937903340987,0.3041093683973063,27.62669896418858,4.428083545946468,70.47815036498673,1.8109757174009489,27.143804137295973,0.23479252494964153,24.799138910198284,5.111901624758192,73.94902427156212,3.9138915267587375,27.485883461863207,0.48021361092337334,28.192512121062286,8.2995550315844,76.81186453345278,5.718292480444312,27.30789098164175,0.7961454939254687
