timestamp,pm_2_5,pm_2_5_lag32,humidity_lag32,temperature_lag32,pm_2_5_lag36,humidity_lag36,temperature_lag36,pm_2_5_lag40,humidity_lag40,temperature_lag40,pm_2_5_lag56,humidity_lag56,temperature_lag56,pm_2_5_lag84,humidity_lag84,temperature_lag84,pm_2_5_rollmean4,pm_2_5_rollstd4,humidity_rollmean4,humidity_rollstd4,temperature_rollmean4,temperature_rollstd4,pm_2_5_rollmean12,pm_2_5_rollstd12,humidity_rollmean12,humidity_rollstd12,temperature_rollmean12,temperature_rollstd12,pm_2_5_rollmean28,pm_2_5_rollstd28,humidity_rollmean28,humidity_rollstd28,temperature_rollmean28,temperature_rollstd28,pm_2_5_rollmean56,pm_2_5_rollstd56,humidity_rollmean56,humidity_rollstd56,temperature_rollmean56,temperature_rollstd56
2025-01-29 00:00:00,12.18620527306968,14.35565134099617,83.4899903739542,25.789922939747033,33.16158192090395,85.82871120030886,25.46278962327602,31.553907721280606,92.0159392176448,24.511307033882918,39.97509416195857,87.64378318424177,24.355798117608554,28.819538606403015,82.75189721942401,25.727164171486123,24.343073692096315,6.622108853800057,76.70840935667624,5.6213075604957226,27.443663056384317,1.7051747717976573,24.067570362460575,7.484702785412561,79.58867246707776,7.77390439960034,27.020780608042603,1.786623594897737,20.41568831118105,12.200197457799337,82.6221099164815,6.949711347829263,26.455727833571796,1.5843141489831871,26.91022248328581,11.794154851435051,80.43924773097812,6.8460714815281065,26.680926803901624,1.5864811583777676
2025-01-29 06:00:00,11.754990583804142,16.480565327079557,78.59879941969297,26.545755439071502,19.060440613026824,79.25702677958343,26.652563870114744,28.974952919020712,91.26991056760494,24.700438351980946,42.28954802259887,90.74156079723122,23.93028621069372,32.40833333333333,80.97782270712003,26.467582313945897,28.85351145637162,5.537108923964011,76.12919555701706,5.47916172079097,27.584812325243437,1.6276801867305142,24.529850651223914,7.97087543773799,78.33967527153203,6.879037234126136,27.221606788253194,1.6307366894517754,20.116948632780357,11.729162437046844,82.06597081739785,6.851840207589351,26.57803807602619,1.5021718472717183,26.94937031756076,11.816236584206505,80.35228701827322,6.868887434601445,26.692829955763884,1.5872613787101195
2025-01-29 12:00:00,18.06002824858757,24.579912115505337,68.54491995263669,29.89100326739913,14.308333333333335,61.99916244924256,30.992410014156984,30.833851224105462,82.61128349351713,27.2317774339469,42.95162835249042,88.97690004939106,25.647854411976642,22.46911487758945,64.08644909054361,30.390669075781734,30.6180790960452,4.796341395714736,75.05188708340641,7.513445659923741,27.765822566799756,1.9732171951343238,24.596878272065098,8.031853947568486,76.80837548525511,7.822287577846359,27.503545688226314,1.9024807581720238,19.68181610669225,11.037616906931369,81.11438566389029,7.537393702306825,26.769083838397258,1.683997897501013,27.11916786934984,11.81652031833587,80.35505066582233,6.862246323188205,26.69698505127949,1.59738553287586
2025-01-29 18:00:00,20.257909604519778,23.650000000000002,78.27886922170511,27.27176519332333,17.82984934086629,78.97379120744122,27.21933122487273,32.91388888888889,84.80055610657578,26.425481612878617,13.713182674199622,92.77225122021018,24.770082078629567,37.47712643678161,74.90614076309312,27.918887739471188,33.14105461393597,1.2592582725381782,75.08678743710824,7.533728515024323,27.817186118725765,1.9586904246343535,24.66587937062128,8.112947659925446,76.2765350294165,7.436966735794854,27.59119050390538,1.8722872483972468,20.45215146812931,11.300189867602105,80.56231717990191,7.165878743625633,26.87320450464333,1.638533514671888,27.04999704777172,11.765566174922583,80.42009381162637,6.826175721391421,26.68880600797497,1.592133111024137
2025-01-30 00:00:00,17.84722222222222,32.66181732580038,81.4110488326702,26.066128325743293,14.35565134099617,83.4899903739542,25.789922939747033,33.16158192090395,85.82871120030886,25.46278962327602,5.444661741271911,87.0401651657577,25.93970754126002,45.101152482269505,86.77224175593466,24.99633648875838,33.16409953568413,1.2483609421233053,75.53186878128777,8.065706229722368,27.8311790382619,1.9421409898894222,24.63191396161203,8.074910404468941,76.05675694683978,7.162938191835715,27.646133035623034,1.8128823697661867,21.50251051703397,11.117163891168383,80.41428675850308,7.065762923840378,26.88021959935978,1.6347631492981929,26.82134602055919,11.525673742327722,80.35378144965331,6.780544489818103,26.70965348047737,1.5768507484216727
2025-01-30 06:00:00,10.991996233521656,34.52231638418079,76.28194422105618,27.110352514507998,16.480565327079557,78.59879941969297,26.545755439071502,19.060440613026824,79.25702677958343,26.652563870114744,10.477871939736348,81.53452901850723,27.479893778097907,38.75597928436911,82.35181157037259,26.468653003264905,33.30143475225664,1.4598852359363639,76.08870752481339,8.210340068301718,27.813759082491462,1.9510536009577089,25.966182014732368,8.38738028368461,75.99444631480439,7.13576882549322,27.678475437398987,1.7969372307298617,22.448425336677595,11.187669615955592,80.29793176529736,7.071484078177059,26.86332648064164,1.6305824740592725,26.753117834746263,11.464433940895518,80.28262381307526,6.779343063821297,26.72024643766554,1.5771225416084693
2025-01-30 12:00:00,14.321516007532955,31.638182674199626,64.23568605819416,30.6150442336244,24.579912115505337,68.54491995263669,29.89100326739913,14.308333333333335,61.99916244924256,30.992410014156984,7.745910095799558,80.37907936052574,27.644683470402395,30.246280602636535,63.203191369830556,31.0208089487123,32.958232997870674,2.030918699035838,77.38779401309172,5.753137123904543,27.57981564916293,1.509287546437547,27.295935541675906,7.598973166504964,76.61385211164314,6.050578579087882,27.56904714457843,1.6066945575117464,23.31455862747976,10.871126316951388,79.87689148263513,7.385388876204455,26.94157982794579,1.7161560400933134,26.753471446857727,11.464544011820749,80.39797271384337,6.5317265421335335,26.69540313306551,1.5175413291428967
2025-01-30 18:00:00,18.15018832391714,33.74190207156309,78.41847063651242,27.47721940102736,23.650000000000002,78.27886922170511,27.27176519332333,17.82984934086629,78.97379120744122,27.21933122487273,3.332015065913371,78.52484325378096,27.58934790419058,31.594161958568737,75.81645477172748,28.063493937523912,32.955514071317,2.029526635103982,77.30394547032658,5.735525589788161,27.56546731699216,1.5108600055938557,28.621033627049414,7.172683736075086,76.53962588314403,6.024402692601529,27.58575504853439,1.603767078638304,24.483751369765724,10.253181232257667,79.85990045231478,7.389131080577587,26.935059757490162,1.7139171455366333,26.793043009946242,11.48523679706879,80.43994718965307,6.508972375858695,26.6834833577844,1.5090970879729726
2025-01-31 00:00:00,18.945433145009414,32.75399701279304,83.19137420938829,26.122100003887848,32.66181732580038,81.4110488326702,26.066128325743293,14.35565134099617,83.4899903739542,25.789922939747033,2.6358757062146894,79.74178058129976,26.957102104839823,35.67617702448211,83.00906574842413,26.633253047458002,27.156927718307063,11.905017036683752,77.44261373553655,5.928763341119445,27.591907754408684,1.4777434289471016,28.221366982029178,8.11194217084674,76.56096395783352,6.051650298741225,27.622249949684967,1.563668064393516,24.750050442632592,9.740119963002549,80.01391070958127,7.4281974658525725,26.907012051671472,1.719499801418561,26.30940365024756,11.65277028929588,80.45359499561239,6.515230491653379,26.675976111600995,1.5103594954990076
2025-01-31 06:00:00,24.751883239171374,35.071657250470814,78.50929919515869,27.04067269142625,34.52231638418079,76.28194422105618,27.110352514507998,16.480565327079557,78.59879941969297,26.545755439071502,6.883442728442728,81.7451736862586,27.121283292333306,41.27777777777778,81.39749412951518,27.061022841908056,21.342297303994446,12.419575914949231,79.52263743276337,7.640212377181637,27.455761427241455,1.567800564277797,27.832414504207573,8.80809487740247,77.24684683819794,6.731809446392294,27.61811094499212,1.566839090511262,24.939654014354808,9.421171539836347,80.20945764411232,7.5416504211455235,26.882966055149325,1.7207545163356903,25.76376212831131,11.628467320894346,80.55418573365965,6.571765753639283,26.665514343838943,1.5095984499559807
